X,Y,Cluster,Region,City,Partner,Lon,Lat,Population,Strata,Salary,Ranking,SB Trade Z,Target Pen,Target P_1,Actual Pen,Ttl,IL+FS,DT,FC,St,Op,Lt,SB,Ttl g,St g,Op g,SB g,KFC Av Sal,EBITDA H12,ViT,BK,icon_url
43.070804,44.03977,South,Ставропольский край,Пятигорск,Yummy Group,43.070804000000003,44.039769999999997,146 262,100 - 300,34 346,good,"0",80 000,73 131,146 262,"1","1","0","0","1","0","0","0","1","1","0","0",11 283,22%,"3","2",
42.04677,44.226863,South,Карачаево-Черкесская республика,Черкесск,Yummy Group,42.046770000000002,44.226863000000002,122 804,100 - 300,30 047,poor,"0",120 000,61 402,122 804,"1","1","0","0","1","0","0","0","1","0","1","0",10 880,20%,,"1",
40.104163,47.411918,South,Ростовская область,Новочеркасск,Yummy Group,40.104163000000000,47.411918000000000,167 355,100 - 300,33 136,ok,"0",100 000,83 678,167 355,"1","0","1","0","1","0","0","0","1","0","1","0",11 706,18%,"2",,
41.936061,44.638287,South,Ставропольский край,Невинномысск,Yummy Group,41.936061000000002,44.638286999999998,116 884,100 - 300,36 905,ok,"0",100 000,58 442,116 884,"1","0","1","0","1","0","0","0","1","0","1","0",12 392,18%,,"1",
43.13834,44.208799,South,Ставропольский край,Минеральные Воды,Yummy Group,43.138339999999999,44.208798999999999,74 141,60 - 100,32 918,ok,"0",100 000,37 071,74 141,"1","0","1","0","1","0","0","0","1","0","1","0",10 654,17%,,,
39.862615,47.269804,South,Ростовская область,Аксай,Yummy Group,39.862614999999998,47.269804000000001,35 310,30 - 60,36 420,good,"0",80 000,35 310,35 310,"1","0","0","1","1","0","0","0","0","0","0","0",11 122,17%,"4",,
38.935194,47.20958,South,Ростовская область,Таганрог,Yummy Group,38.935194000000003,47.209580000000003,248 664,100 - 300,33 729,ok,"0",100 000,82 888,248 664,"1","1","0","0","1","0","0","0","2","0","2","0",9 977,16%,"2","2",
43.473896,44.148599,South,Ставропольский край,Георгиевск,Yummy Group,43.473896000000003,44.148598999999997,67 054,60 - 100,25 821,poor,Low Density Residential,120 000,67 054,67 054,"1","0","1","0","1","0","0","0","0","0","0","0",7 842,13%,,,
42.028785,45.129648,South,Ставропольский край,Михайловск,Yummy Group,42.028784999999999,45.129648000000003,93 658,60 - 100,30 331,good,"0",80 000,93 658,93 658,"1","0","1","0","1","0","0","0","0","0","0","0",8 324,12%,,,
41.971042,44.083895,South,Карачаево-Черкесская республика,Усть-Джегута,Yummy Group,41.971041999999997,44.083894999999998,30 369,30 - 60,24 719,poor,"0",120 000,30 369,30 369,"1","1","0","0","1","0","0","0","0","0","0","0",6 040,11%,,,
39.750748,47.138235,South,Ростовская область,Батайск,Yummy Group,39.750748000000002,47.138235000000002,127 654,100 - 300,33 011,good,"0",80 000,63 827,127 654,"1","0","1","0","1","0","0","0","1","0","1","0",8 034,10%,"1","1",
40.268923,48.320515,South,Ростовская область,Каменск-Шахтинский,Yummy Group,40.268923000000001,48.320515000000000,88 319,60 - 100,31 769,poor,"0",120 000,88 319,,"1","0","1","0","1","0","0","0","0","0","0","0",8 322,9%,"1",,
44.764641,43.225727,South,Ингушетия республика,Назрань,Yummy Group,44.764640999999997,43.225726999999999,119 842,100 - 300,17 618,good,"0",80 000,59 921,,"1","0","1","0","1","0","0","0","1","0","1","0",22 083,,,,
45.694909,43.317776,South,Чечня республика,Грозный,Yummy Group,45.694909000000003,43.317776000000002,324 602,300 - млн,34 152,ok,"0",100 000,108 201,,"0","0","0","0","0","0","0","0","3","3","0","0",,,,,
40.215958,47.708485,South,Ростовская область,Шахты,Yummy Group,40.215958000000001,47.708485000000003,231 646,100 - 300,29 053,ok,"0",100 000,115 823,,"0","0","0","0","0","0","0","0","2","2","0","0",,,"1",,
42.198423,47.516545,South,Ростовская область,Волгодонск,Yummy Group,42.198422999999998,47.516545000000001,171 952,100 - 300,38 176,ok,"0",100 000,85 976,,"0","0","0","0","0","0","0","0","2","2","0","0",,,"1","1",
42.716715,43.905251,South,Ставропольский край,Кисловодск,Yummy Group,42.716715000000001,43.905251000000000,129 098,100 - 300,31 621,ok,"0",100 000,64 549,,"0","0","0","0","0","0","0","0","2","1","1","0",,,,,
48.288776,42.057669,South,Дагестан республика,Дербент,Yummy Group,48.288775999999999,42.057668999999997,124 677,100 - 300,25 817,ok,"0",100 000,62 339,,"0","0","0","0","0","0","0","0","2","2","0","0",,,,,
47.636671,42.891586,South,Дагестан республика,Каспийск,Yummy Group,47.636671000000000,42.891585999999997,119 238,100 - 300,25 401,ok,"0",100 000,119 238,,"0","0","0","0","0","0","0","0","1","1","0","0",,,,,
42.858883,44.044519,South,Ставропольский край,Ессентуки,Yummy Group,42.858882999999999,44.044519000000001,110 479,100 - 300,31 054,ok,"0",100 000,55 240,,"0","0","0","0","0","0","0","0","2","1","1","0",,,"1",,
39.93643,47.757738,South,Ростовская область,Новошахтинск,Yummy Group,39.936430000000001,47.757738000000003,107 539,100 - 300,23 093,poor,"0",120 000,107 539,,"0","0","0","0","0","0","0","0","1","1","0","0",,,,,
39.423267,47.112129,South,Ростовская область,Азов,Yummy Group,39.423267000000003,47.112129000000003,80 286,60 - 100,29 431,poor,"0",120 000,80 286,,"0","0","0","0","0","0","0","0","1","1","0","0",,,,"1",
47.116439,42.821359,South,Дагестан республика,Буйнакск,Yummy Group,47.116439000000000,42.821359000000001,65 544,60 - 100,22 551,poor,Low Density Residential,120 000,65 544,,"0","0","0","0","0","0","0","0","1","1","0","0",,,,,
45.540614,43.127617,South,Чечня республика,Урус-Мартан,Yummy Group,45.540613999999998,43.127617000000001,63 955,60 - 100,22 316,good,Low Density Residential,80 000,63 955,,"0","0","0","0","0","0","0","0","1","1","0","0",,,,,
39.940274,48.058442,South,Ростовская область,Гуково,Yummy Group,39.940274000000002,48.058441999999999,63 771,60 - 100,23 780,poor,Low Density Residential,120 000,63 771,,"0","0","0","0","0","0","0","0","1","1","0","0",,,,,
44.165024,44.781528,South,Ставропольский край,Будённовск,Yummy Group,44.165024000000003,44.781528000000002,62 073,60 - 100,28 889,ok,Roadside,100 000,62 073,,"0","0","0","0","0","0","0","0","1","1","0","0",,,,,
47.871078,42.565141,South,Дагестан республика,Избербаш,Yummy Group,47.871077999999997,42.565140999999997,59 494,30 - 60,21 637,poor,"0",120 000,59 494,,"0","0","0","0","0","0","0","0","1","1","0","0",,,,,
44.010146,43.758962,South,Кабардино-Балкарская республика,Прохладный,Yummy Group,44.010145999999999,43.758961999999997,57 883,30 - 60,24 852,poor,Low Density Residential,120 000,57 883,,"0","0","0","0","0","0","0","0","1","1","0","0",,,,,
46.103535,43.35188,South,Чечня республика,Гудермес,Yummy Group,46.103535000000001,43.351880000000001,57 179,30 - 60,25 343,ok,Low Density Residential,100 000,57 179,,"0","0","0","0","0","0","0","0","1","1","0","0",,,,,
41.541135,46.475177,South,Ростовская область,Сальск,Yummy Group,41.541134999999997,46.475177000000002,57 128,30 - 60,28 164,ok,Low Density Residential,100 000,57 128,,"0","0","0","0","0","0","0","0","1","1","0","0",,,,,
45.900991,43.1488,South,Чечня республика,Шали,Yummy Group,45.900990999999998,43.148800000000001,54 168,30 - 60,22 188,ok,Low Density Residential,100 000,54 168,,"0","0","0","0","0","0","0","0","1","1","0","0",,,,,
46.723282,43.848465,South,Дагестан республика,Кизляр,Yummy Group,46.723281999999998,43.848464999999997,49 247,30 - 60,26 822,poor,Roadside,120 000,49 247,,"0","0","0","0","0","0","0","0","1","1","0","0",,,,,
44.657058,43.747195,South,Северная Осетия - Алания республика,Моздок,Yummy Group,44.657057999999999,43.747194999999998,42 155,30 - 60,29 670,ok,Low Density Residential,100 000,42 155,,"0","0","0","0","0","0","0","0","1","1","0","0",,,,,
40.80334,48.176977,South,Ростовская область,Белая Калитва,Yummy Group,40.803339999999999,48.176977000000001,39 753,30 - 60,26 846,ok,Roadside,100 000,39 753,,"0","0","0","0","0","0","0","0","1","1","0","0",,,,,
43.534982,43.681913,South,Кабардино-Балкарская республика,Баксан,Yummy Group,43.534981999999999,43.681913000000002,38 361,30 - 60,23 868,poor,"0",120 000,38 361,,"0","0","0","0","0","0","0","0","1","1","0","0",,,,,
41.708635,45.368517,South,Ставропольский край,Изобильный,Yummy Group,41.708635000000001,45.368516999999997,37 868,30 - 60,36 192,poor,Low Density Residential,120 000,37 868,,"0","0","0","0","0","0","0","0","1","1","0","0",,,,,
40.05799,47.894709,South,Ростовская область,Красный Сулин,Yummy Group,40.057989999999997,47.894708999999999,37 787,30 - 60,30 537,poor,Low Density Residential,120 000,37 787,,"0","0","0","0","0","0","0","0","1","1","0","0",,,,,
46.87287,43.203815,South,Дагестан республика,Кизилюрт,Yummy Group,46.872869999999999,43.203814999999999,37 588,30 - 60,24 684,ok,"0",100 000,37 588,,"0","0","0","0","0","0","0","0","1","1","0","0",,,,,
44.533792,43.19376,South,Северная Осетия - Алания республика,Беслан,Yummy Group,44.533791999999998,43.193759999999997,37 196,30 - 60,36 996,poor,Low Density Residential,120 000,37 196,,"0","0","0","0","0","0","0","0","1","1","0","0",,,,,
43.097332,44.023716,South,Ставропольский край,пгт. Горячеводский,Yummy Group,43.097332000000002,44.023716000000000,36 754,30 - 60,"0",Нет рейтинга,"0",,36 754,,"0","0","0","0","0","0","0","0","1","1","0","0",,,,,
42.856628,45.328573,South,Ставропольский край,Светлоград,Yummy Group,42.856628000000001,45.328572999999999,35 745,30 - 60,25 649,poor,Low Density Residential,120 000,35 745,,"0","0","0","0","0","0","0","0","1","1","0","0",,,,,
40.396663,48.921546,South,Ростовская область,Миллерово,Yummy Group,40.396662999999997,48.921545999999999,35 208,30 - 60,27 510,ok,Low Density Residential,100 000,35 208,,"0","0","0","0","0","0","0","0","1","1","0","0",,,,,
43.884148,44.403288,South,Ставропольский край,Зеленокумск,Yummy Group,43.884148000000003,44.403288000000003,34 690,30 - 60,27 273,ok,Roadside,100 000,34 690,,"0","0","0","0","0","0","0","0","1","1","0","0",,,,,
43.857558,43.557727,South,Кабардино-Балкарская республика,Нарткала,Yummy Group,43.857557999999997,43.557727000000000,30 832,30 - 60,31 359,poor,Low Density Residential,120 000,30 832,,"0","0","0","0","0","0","0","0","1","1","0","0",,,,,
43.430606,45.099028,South,Ставропольский край,Благодарный,Yummy Group,43.430605999999997,45.099027999999997,30 530,30 - 60,26 283,poor,Roadside,120 000,30 530,,"0","0","0","0","0","0","0","0","1","1","0","0",,,,,
48.193914,42.115189,South,Дагестан республика,Дагестанские Огни,Yummy Group,48.193913999999999,42.115189000000001,29 555,меньше 30,19 530,poor,Roadside,120 000,29 555,,"0","0","0","0","0","0","0","0","1","1","0","0",,,,,
43.089507,44.097175,South,Ставропольский край,пгт. Иноземцево,Yummy Group,43.089506999999998,44.097175000000000,27 935,меньше 30,"0",Нет рейтинга,"0",,27 935,,"0","0","0","0","0","0","0","0","1","1","0","0",,,,,
44.051747,43.628248,South,Кабардино-Балкарская республика,Майский,Yummy Group,44.051746999999999,43.628247999999999,26 945,меньше 30,21 676,poor,Low Density Residential,120 000,26 945,,"0","0","0","0","0","0","0","0","1","1","0","0",,,,,
43.631946,43.957376,South,Ставропольский край,Новопавловск,Yummy Group,43.631945999999999,43.957375999999996,26 106,меньше 30,24 833,ok,Roadside,100 000,26 106,,"0","0","0","0","0","0","0","0","1","1","0","0",,,,,
43.030551,44.132038,South,Ставропольский край,Железноводск,Yummy Group,43.030551000000003,44.132038000000001,24 768,меньше 30,28 925,ok,Low Density Residential,100 000,24 768,,"0","0","0","0","0","0","0","0","1","1","0","0",,,,,
44.986578,44.754471,South,Ставропольский край,Нефтекумск,Yummy Group,44.986578000000002,44.754471000000002,24 472,меньше 30,29 429,poor,Roadside,120 000,24 472,,"0","0","0","0","0","0","0","0","1","1","0","0",,,,,
42.897034,45.718218,South,Ставропольский край,Ипатово,Yummy Group,42.897033999999998,45.718218000000000,23 579,меньше 30,25 005,ok,Roadside,100 000,23 579,,"0","0","0","0","0","0","0","0","1","1","0","0",,,,,
42.973193,44.105325,South,Ставропольский край,Лермонтов,Yummy Group,42.973193000000002,44.105325000000001,22 601,меньше 30,30 209,ok,Low Density Residential,100 000,22 601,,"0","0","0","0","0","0","0","0","1","1","0","0",,,,,
41.914313,43.773167,South,Карачаево-Черкесская республика,Карачаевск,Yummy Group,41.914313000000000,43.773167000000001,21 027,меньше 30,24 300,poor,Low Density Residential,120 000,21 027,,"0","0","0","0","0","0","0","0","1","1","0","0",,,,,
41.582835,43.860894,South,Карачаево-Черкесская республика,ст. Зеленчукская,Yummy Group,41.582835000000003,43.860894000000002,17 920,меньше 30,"0",Нет рейтинга,Roadside,,17 920,,"0","0","0","0","0","0","0","0","1","1","0","0",,,,,
42.515502,43.939015,South,Карачаево-Черкесская республика,с. Учкекен,Yummy Group,42.515501999999998,43.939014999999998,17 060,меньше 30,"0",Нет рейтинга,"0",,17 060,,"0","0","0","0","0","0","0","0","1","1","0","0",,,,,
41.494018,45.295195,South,Ставропольский край,пгт. Солнечнодольск,Yummy Group,41.494017999999997,45.295195000000000,11 653,меньше 30,"0",Нет рейтинга,Low Density Residential,,11 653,,"0","0","0","0","0","0","0","0","1","1","0","0",,,,,
